exercise_name;Primary Muscle;library_id;exercise_video_link;exercise_description
Hammer Curl;Arms;474;https://www.youtube.com/watch?v=zC3nLlEvin4&pp=ygULSGFtbWVyIEN1cmw%3D;Perform hammer curls to engage biceps with a neutral grip.
Hammer Curl to Eccentric Suppination;Arms;475;https://www.youtube.com/watch?v=vPPVFaKC1M4&pp=ygUkSGFtbWVyIEN1cmwgdG8gRWNjZW50cmljIFN1cHBpbmF0aW9u;Perform curls with eccentric supination for added challenge.
Hamstring Curl;Hamstrings;476;https://www.youtube.com/watch?v=SbSNUXPRkc8&pp=ygUOSGFtc3RyaW5nIEN1cmw%3D;Engage hamstrings with hamstring curl exercise.
Hamstring Mobilization With Lacrosse Ball;Hamstrings;477;https://www.youtube.com/watch?v=DHPLhWH1dY4&pp=ygUpSGFtc3RyaW5nIE1vYmlsaXphdGlvbiBXaXRoIExhY3Jvc3NlIEJhbGw%3D;Mobilize hamstrings using a lacrosse ball.
Hamstring Scoops;Hamstrings;478;https://www.youtube.com/watch?v=9VX1IOp_qrw&pp=ygUQSGFtc3RyaW5nIFNjb29wcw%3D%3D;Engage hamstrings with hamstring scoops exercise.
Hamstring Slides;Hamstrings;479;https://www.youtube.com/watch?v=Dlazt593cuA&pp=ygUQSGFtc3RyaW5nIFNsaWRlcw%3D%3D;Perform sliding movements to engage hamstrings.
Hamstring Strap Stretch;Hamstrings;480;https://www.youtube.com/watch?v=JR94frfcfWs&pp=ygUXSGFtc3RyaW5nIFN0cmFwIFN0cmV0Y2g%3D;Stretch hamstrings using a strap.
Hamstring Switches;Hamstrings;481;https://www.youtube.com/watch?v=74jrJjbcVd4&pp=ygUSSGFtc3RyaW5nIFN3aXRjaGVz;Perform switches to engage hamstrings.
Hamstring Walk Outs;Hamstrings;482;https://www.youtube.com/watch?v=KUQ1RldKLHk&pp=ygUTSGFtc3RyaW5nIFdhbGsgT3V0cw%3D%3D;Engage hamstrings with walk outs exercise.
Hand-Supported V-Ups;Core;483;https://www.youtube.com/watch?v=S1ViGdqyDqM&pp=ygUUSGFuZC1TdXBwb3J0ZWQgVi1VcHM%3D;Engage core with hand-supported V-ups exercise.
Hands-Elevated Pushup;Chest, Shoulders;484;https://www.youtube.com/watch?v=N-O6f4U58Dk&pp=ygUVSGFuZHMtRWxldmF0ZWQgUHVzaHVw;Engage chest and triceps with hands-elevated pushups.
Hang Clean;Full Body;485;https://www.youtube.com/watch?v=DaKC_BEN5bk&pp=ygUKSGFuZyBDbGVhbg%3D%3D;Engage muscles with hang clean exercise.
Hanging Anti-Lateral Flexion;Core;486;https://www.youtube.com/watch?v=f95XQj-bUDM&pp=ygUcSGFuZ2luZyBBbnRpLUxhdGVyYWwgRmxleGlvbg%3D%3D;Perform hanging anti-lateral flexion exercise for oblique engagement.
Hanging Around The World Leg Raise;Core;487;https://www.youtube.com/watch?v=g52W8r1poZE&pp=ygUiSGFuZ2luZyBBcm91bmQgVGhlIFdvcmxkIExlZyBSYWlzZQ%3D%3D;Engage core with leg raises in a circular motion while hanging.
Hanging Knee Raise;Core;488;https://www.youtube.com/watch?v=RD_A-Z15ER4&pp=ygUSSGFuZ2luZyBLbmVlIFJhaXNl;Perform knee raises while hanging to engage core muscles.
Hanging Leg Raise;Core;489;https://www.youtube.com/watch?v=RuIdJSVTKO4&pp=ygURSGFuZ2luZyBMZWcgUmFpc2U%3D;Engage core muscles with hanging leg raise exercise.
Hanging Twisting Leg Raise;Core;490;https://www.youtube.com/watch?v=Pr1ieGZ5atk&pp=ygUaSGFuZ2luZyBUd2lzdGluZyBMZWcgUmFpc2U%3D;Perform twisting leg raises while hanging to engage obliques.
Hanging Unilateral March;Core;491;https://www.youtube.com/shorts/P_7fVVPvMu4;Perform unilateral marches while hanging to engage core.
Heel Elevated Barbell Squat;Legs;492;https://www.youtube.com/shorts/gslEzVggur8;Engage legs and glutes with squats using elevated heels.
Heel Elevated Single Hip Thrust;Glutes;493;https://www.youtube.com/watch?v=YZW3mw_h_DA&pp=ygUfSGVlbCBFbGV2YXRlZCBTaW5nbGUgSGlwIFRocnVzdA%3D%3D;Perform single hip thrusts with elevated heels for glute engagement.
Heel Elevated Step Down;Legs;494;https://www.youtube.com/watch?v=mJOCFguZRUE&pp=ygUXSGVlbCBFbGV2YXRlZCBTdGVwIERvd24%3D;Engage leg muscles with step-down exercise using elevated heels.
Heel Taps;Cardio;495;https://www.youtube.com/watch?v=YIOIGUQMck8&pp=ygUJSGVlbCBUYXBz;Perform heel taps exercise to engage core muscles.
Heels Elevated Sumo Squat Pulses;Legs;496;https://www.youtube.com/watch?v=iPcEh_orLxI&pp=ygUgSGVlbHMgRWxldmF0ZWQgU3VtbyBTcXVhdCBQdWxzZXM%3D;Engage legs and glutes with sumo squat pulses using elevated heels.
Helms Dumbbell Row;Back;497;https://www.youtube.com/watch?v=G1UsKHGv_MY&pp=ygUSSGVsbXMgRHVtYmJlbGwgUm93;Perform dumbbell rows to engage upper back muscles.
High Cable Bicep Curl;Arms;498;https://www.youtube.com/watch?v=0Gef7oq3cv4&pp=ygUVSGlnaCBDYWJsZSBCaWNlcCBDdXJs;Engage biceps with bicep curls using a high cable attachment.
High Heel Kicks;Cardio;499;https://www.youtube.com/shorts/TDgeiFy7_ws;Perform high heel kicks to engage leg muscles.
High Knees;Cardio;500;https://www.youtube.com/watch?v=DfjpR6dzLVg&pp=ygUKSGlnaCBLbmVlcw%3D%3D;Engage legs and raise knees while jogging in place.
High Knees Hands Behind Head;Cardio;501;https://www.youtube.com/watch?v=UJC-T11TsQU&pp=ygUcSGlnaCBLbmVlcyBIYW5kcyBCZWhpbmQgSGVhZA%3D%3D;Engage core while performing high knees with hands behind head.
High Knees with Overhead Extension;Cardio;502;https://www.youtube.com/shorts/OpjDCHAUpaA;Engage core and shoulders with high knees and overhead extension.
High Plank to Downward Dog;Core;503;https://www.youtube.com/watch?v=J8QhVr5Pvig&pp=ygUaSGlnaCBQbGFuayB0byBEb3dud2FyZCBEb2c%3D;Transition from high plank to downward dog to engage core and stretch.
High Pull;Back, Shoulders;504;https://www.youtube.com/watch?v=_5tJG8iNpkA&pp=ygUJSGlnaCBQdWxs;Engage upper back and shoulders with high pulls exercise.
Hip Abductions;Hips;505;https://www.youtube.com/watch?v=CP4LjhZ_Wq0&pp=ygUOSGlwIEFiZHVjdGlvbnM%3D;Engage outer hip muscles with hip abductions exercise.
Hip CARS;Hips;506;https://www.youtube.com/watch?v=wz1GbxKLkKg&pp=ygUISGlwIENBUlM%3D;Perform controlled articular rotations (CARS) for hip mobility.
Hip Dips;Core;507;https://www.youtube.com/watch?v=em4gADvYvMA&pp=ygUISGlwIERpcHM%3D;Engage core and lower body with hip dips exercise.
Hip Extension Machine;Glutes, Hamstrings;508;https://www.youtube.com/watch?v=O0YvpJZsf9I&pp=ygUVSGlwIEV4dGVuc2lvbiBNYWNoaW5l;Engage glutes and hamstrings with hip extension machine.
Hip Flexor Rockers;Hips;509;https://www.youtube.com/shorts/V4wtvX841A4;Engage hip flexors with hip flexor rockers exercise.
Hip Flexor Stretch;Stretch;510;https://www.youtube.com/watch?v=m2UEzPheLYk&pp=ygUSSGlwIEZsZXhvciBTdHJldGNo;Stretch hip flexors to improve flexibility and mobility.
Hip Rotation;Hips;511;https://www.youtube.com/watch?v=JwancB1LTsQ&pp=ygUMSGlwIFJvdGF0aW9u;Perform hip rotations to engage hip muscles and mobility.
Hip-Belt Squat;Legs;512;https://www.youtube.com/watch?v=Khcg0HgdpOY&pp=ygUOSGlwLUJlbHQgU3F1YXQ%3D;Engage leg muscles with squats using a hip-belt.
In and Out Jumps;Cardio;513;https://www.youtube.com/watch?v=ZAK9zuAmEgM&pp=ygUQSW4gYW5kIE91dCBKdW1wcw%3D%3D;Perform in-and-out jumps to engage legs and cardio.
Inch Worm;Core;514;https://www.youtube.com/watch?v=VSp0z7Mp5IU&pp=ygUSSW5jaCBXb3JtIGV4ZXJjaXNl;Engage core and upper body with inch worm exercise.
Jefferson Curls (KB);Back, Hamstrings;515;https://www.youtube.com/watch?v=y80cxEpuYEU&pp=ygUUSmVmZmVyc29uIEN1cmxzIChLQik%3D;Perform Jefferson curls using a kettlebell for hamstring and lower back engagement.
Jump Lunge;Legs;516;https://www.youtube.com/watch?v=v4-w6r5bASs&pp=ygUKSnVtcCBMdW5nZQ%3D%3D;Engage legs with jump lunges for plyometric exercise.
Jump Lunges with Overhead Extension;Legs, Shoulders;517;https://www.youtube.com/shorts/a5Hyo_rlWQw;Engage legs and shoulders with jump lunges and overhead extension.
Jump Lunges with Punches;Legs, Cardio;518;https://www.youtube.com/watch?v=NFnCuyJCx7c&pp=ygUYSnVtcCBMdW5nZXMgd2l0aCBQdW5jaGVz;Perform jump lunges with added punches for cardio and upper body engagement.
Jump Rope;Cardio;519;https://www.youtube.com/watch?v=1-KvIEU03yc&pp=ygUJSnVtcCBSb3Bl;Engage cardiovascular system with jump rope exercise.
Jump Squats;Legs;520;https://www.youtube.com/watch?v=A-cFYWvaHr0&pp=ygULSnVtcCBTcXVhdHM%3D;Perform jump squats for explosive leg engagement.
Jumping Jacks;Cardio;521;https://www.youtube.com/shorts/yg3KQQn3QWg;Engage legs and cardio with jumping jacks exercise.
KAS Hip Thrust;Glutes;522;https://www.youtube.com/watch?v=ylqOMMVUoVw&pp=ygUOS0FTIEhpcCBUaHJ1c3Q%3D;Engage glutes with hip thrusts using the KAS method.
KB Deadlift;Back, Legs;523;https://www.youtube.com/watch?v=hinonqqzatk&pp=ygULS0IgRGVhZGxpZnQ%3D;Perform deadlifts using a kettlebell to engage lower back and legs.
KB Standing March;Cardio;524;https://www.youtube.com/watch?v=2_mHMuzJ4c0&pp=ygURS0IgU3RhbmRpbmcgTWFyY2g%3D;Perform standing marches using a kettlebell for leg engagement.
Kettlebell Armbar;Shoulders, Core;525;https://www.youtube.com/watch?v=IAByZREjXp8&pp=ygURS2V0dGxlYmVsbCBBcm1iYXI%3D;Perform kettlebell armbar exercise for shoulder stability and mobility.
Kettlebell Deadlift;Back, Legs;526;https://www.youtube.com/watch?v=hinonqqzatk&pp=ygUTS2V0dGxlYmVsbCBEZWFkbGlmdA%3D%3D;Engage lower back and legs with kettlebell deadlifts.
Kettlebell Swing;Full Body;527;https://www.youtube.com/watch?v=YSxHifyI6s8&pp=ygUQS2V0dGxlYmVsbCBTd2luZw%3D%3D;Engage hips and legs with kettlebell swings exercise.
Kettlebell Turkish Get Up;Full Body;528;https://www.youtube.com/watch?v=sgd8n917Zv0&pp=ygUZS2V0dGxlYmVsbCBUdXJraXNoIEdldCBVcA%3D%3D;Perform Turkish get-up exercise using a kettlebell for full-body engagement.
Kick Back to Knees to Elbows Both Ways;Core;529;https://www.youtube.com/watch?v=07XM_0jFFk8&pp=ygUmS2ljayBCYWNrIHRvIEtuZWVzIHRvIEVsYm93cyBCb3RoIFdheXM%3D;Perform kicks followed by knee-to-elbow movements for core engagement.
Knee Hugs;Stretch;530;https://www.youtube.com/watch?v=eP0DkztNhcs&pp=ygUJS25lZSBIdWdz;Engage core and stretch hip muscles with knee hugs exercise.
Knee Over Toe Lunge;Legs;531;https://www.youtube.com/watch?v=4qPJUSczLcM&pp=ygUTS25lZSBPdmVyIFRvZSBMdW5nZQ%3D%3D;Perform lunges while focusing on knee position and engagement.
Knee to Chest;Stretch;532;https://www.youtube.com/watch?v=8kzfXDNq_P8&pp=ygUNS25lZSB0byBDaGVzdA%3D%3D;Engage core with knee-to-chest exercise.
Kneeling Chops;Core;533;https://www.youtube.com/watch?v=knZfggvbS50&pp=ygUOS25lZWxpbmcgQ2hvcHM%3D;Perform kneeling chops to engage core and obliques.
Kneeling Cossack Squat;Legs;534;https://www.youtube.com/watch?v=W3Ut2oNJ_o8&pp=ygUWS25lZWxpbmcgQ29zc2FjayBTcXVhdA%3D%3D;Engage legs and hips with kneeling cossack squat exercise.
Kneeling Lat Pulldown;Back;535;https://www.youtube.com/shorts/kPRdPr0usbY;Engage back and shoulders with kneeling lat pulldown exercise.
Kneeling Lift and Chop;Core;536;https://www.youtube.com/watch?v=knZfggvbS50&pp=ygUWS25lZWxpbmcgTGlmdCBhbmQgQ2hvcA%3D%3D;Engage core with lift and chop exercise in a kneeling position.
Kneeling MB Chops;Core;537;https://www.youtube.com/watch?v=kzYkGZ3Aa50&pp=ygURS25lZWxpbmcgTUIgQ2hvcHM%3D;Perform kneeling medicine ball chops for core and oblique engagement.
Kneeling Overhead Press;Shoulders;538;https://www.youtube.com/watch?v=PDWNs3oPCow&pp=ygUXS25lZWxpbmcgT3ZlcmhlYWQgUHJlc3M%3D;Engage shoulders with overhead press in a kneeling position.
L Sit Circles;Core;539;https://www.youtube.com/shorts/jgKCDwPyW2U;Engage core muscles with L sit circles exercise.
Landmine Chest Press;Chest;540;https://www.youtube.com/watch?v=7i64SnEJv6A&pp=ygUUTGFuZG1pbmUgQ2hlc3QgUHJlc3M%3D;Engage chest muscles with landmine chest press exercise.
Landmine Goblet Squat;Legs;541;https://www.youtube.com/watch?v=JrtJYtUqGHE&pp=ygUVTGFuZG1pbmUgR29ibGV0IFNxdWF0;Perform goblet squats using a landmine attachment for added engagement.
Landmine Press;Shoulders;542;https://www.youtube.com/watch?v=nDBKgITcI3I&pp=ygUOTGFuZG1pbmUgUHJlc3M%3D;Engage upper body with landmine press exercise.
Landmine Rainbow;Full Body;543;https://www.youtube.com/watch?v=911qQuwcEMQ&pp=ygUQTGFuZG1pbmUgUmFpbmJvdw%3D%3D;Engage core and upper body with landmine rainbow exercise.
Landmine RDL;Back, Hamstrings;544;https://www.youtube.com/watch?v=cIYWlhhroVA&pp=ygUMTGFuZG1pbmUgUkRM;Perform Romanian deadlifts using a landmine attachment for engagement.
Landmine Reverse Lunge;Legs;545;https://www.youtube.com/watch?v=s70b_r3heMs&pp=ygUWTGFuZG1pbmUgUmV2ZXJzZSBMdW5nZQ%3D%3D;Perform reverse lunges using a landmine attachment for added challenge.
Landmine Shoulder Press;Shoulders;546;https://www.youtube.com/watch?v=t9GuiNQo1O4&pp=ygUXTGFuZG1pbmUgU2hvdWxkZXIgUHJlc3M%3D;Engage shoulders with landmine shoulder press exercise.
Landmine Thruster;Full Body;547;https://www.youtube.com/watch?v=jLvQenjeus8&pp=ygURTGFuZG1pbmUgVGhydXN0ZXI%3D;Press barbell overhead from squat position.
Lat and Triceps Stretch;Stretch;548;https://www.youtube.com/watch?v=izMQh1NeyRU&pp=ygUXTGF0IGFuZCBUcmljZXBzIFN0cmV0Y2g%3D;Stretch lats and triceps with arm overhead.
Lat Pulldown;Back;549;https://www.youtube.com/watch?v=trZQjegcRx0&pp=ygUMTGF0IFB1bGxkb3du;Pull bar to chest, engage lats and back.
Lat Pullover;Back;550;https://www.youtube.com/watch?v=KjlphIQd3ok&pp=ygUMTGF0IFB1bGxvdmVy;Engage lats and chest with pullover motion.
Lat Stretchers;Stretch;551;https://www.youtube.com/watch?v=s8nr6LyYmtc&pp=ygUTICAgCSBMYXQgU3RyZXRjaGVycw%3D%3D;Engage lats with cable pull from overhead.
Lateral Lunge;Legs;552;https://www.youtube.com/watch?v=gwWv7aPcD88&pp=ygUNTGF0ZXJhbCBMdW5nZQ%3D%3D;Step sideways, lunge, and engage legs.
Lateral Lunges;Legs;553;https://www.youtube.com/watch?v=gwWv7aPcD88&pp=ygUNTGF0ZXJhbCBMdW5nZQ%3D%3D;Lunge sideways, alternating legs.
Lateral Raises;Shoulders;554;https://www.youtube.com/watch?v=pOmbQuGeHf8&pp=ygUOTGF0ZXJhbCBSYWlzZXM%3D;Raise dumbbells to sides, engage shoulders.
Lateral to Forward Raise;Shoulders;555;https://www.youtube.com/watch?v=SqTLytmDy_8&pp=ygUYTGF0ZXJhbCB0byBGb3J3YXJkIFJhaXNl;Lift dumbbells from side to front.
Lateral to Front Raise;Shoulders;556;https://www.youtube.com/watch?v=DOkR3ce3t40&pp=ygUXIExhdGVyYWwgdG8gRnJvbnQgUmFpc2U%3D;Lift dumbbells from side to front.
Lateral Twist (Spinal Lateral Flexion);Core;557;https://www.youtube.com/watch?v=19w3QByPWLk&pp=ygUmTGF0ZXJhbCBUd2lzdCAoU3BpbmFsIExhdGVyYWwgRmxleGlvbik%3D;Twist torso side to side, engage obliques.
Leaning Y's;Shoulders;558;https://www.youtube.com/watch?v=lq7eLC30b9w&pp=ygULTGVhbmluZyBZJ3M%3D;Lift arms diagonally, engage upper back.
Leg Circles;Legs;559;https://www.youtube.com/watch?v=pg4WRNkbnjA&pp=ygULTGVnIENpcmNsZXM%3D;Lift and circle legs to engage core.
Leg Drops;Core;560;https://www.youtube.com/watch?v=vO_kTH4nW7Y&pp=ygUJTGVnIERyb3Bz;Lower legs towards floor, engage lower abs.
Leg Extension;Legs;561;https://www.youtube.com/watch?v=YyvSfVjQeL0&pp=ygUNTGVnIEV4dGVuc2lvbg%3D%3D;Extend legs against resistance, engage quads.
Leg Lift and Touch Through;Core;562;https://www.youtube.com/shorts/luADNuPcBP8;Lift legs, touch hands between them.
Leg Lifts;Core;563;https://www.youtube.com/watch?v=JB2oyawG9KI&pp=ygUJTGVnIExpZnRz;Raise legs, engage lower abs.
Leg Lowers;Core;564;https://www.youtube.com/watch?v=3t9egVYlPcM&pp=ygUKTGVnIExvd2Vycw%3D%3D;Lower legs towards floor, engage lower abs.
Leg Press;Legs;565;https://www.youtube.com/watch?v=yZmx_Ac3880&pp=ygUJTGVnIFByZXNz;Push weight away with legs, engage quads.
Leg Raises;Core;566;https://www.youtube.com/watch?v=JB2oyawG9KI&pp=ygUKTGVnIFJhaXNlcw%3D%3D;Lift legs, engage lower abs.
Long Lever Glute Bridge;Glutes;567;https://www.youtube.com/shorts/h0CZ3xqgBsMhttps://www.youtube.com/shorts/h0CZ3xqgBsM;Bridge hips up, engage glutes.
Long-Lever Plank;Core;568;https://www.youtube.com/watch?v=XM96fe7jAXE&pp=ygUQTG9uZy1MZXZlciBQbGFuaw%3D%3D;Plank on forearms with arms extended.
Low Plank Hip Twists;Core;569;https://www.youtube.com/watch?v=-v2xs6a2JnM&pp=ygUUTG93IFBsYW5rIEhpcCBUd2lzdHM%3D;Twist hips from low plank position.
Lying Alternating Tricep Extensions;Arms;570;https://www.youtube.com/watch?v=OOQiQ_mYWoo&pp=ygUjTHlpbmcgQWx0ZXJuYXRpbmcgVHJpY2VwIEV4dGVuc2lvbnM%3D;Extend arms overhead while lying down.
Lying Dumbbell Triceps Extension;Arms;571;https://www.youtube.com/watch?v=MO_03opCc0g&pp=ygUgTHlpbmcgRHVtYmJlbGwgVHJpY2VwcyBFeHRlbnNpb24%3D;Extend dumbbell overhead, engage triceps.
Lying Hamstring Curl;Hamstrings;572;https://www.youtube.com/watch?v=vl5nUdE9mWM&pp=ygUUTHlpbmcgSGFtc3RyaW5nIEN1cmw%3D;Curl legs up towards glutes, engage hamstrings.
Machine Ab Crunch;Core;573;https://www.youtube.com/watch?v=fuPFq2EYswE&pp=ygURTWFjaGluZSBBYiBDcnVuY2g%3D;Crunch forward on machine, engage core.
Machine Assisted Chin-Up;Back;574;https://www.youtube.com/watch?v=y00_rMYk1Oc&pp=ygUYTWFjaGluZSBBc3Npc3RlZCBDaGluLVVw;Assist chin-ups with machine, engage upper body.
Machine Assisted Dip (Chest Variation);Chest, Triceps;575;https://www.youtube.com/watch?v=yN6Q1UI_xkE&pp=ygUmTWFjaGluZSBBc3Npc3RlZCBEaXAgKENoZXN0IFZhcmlhdGlvbik%3D;Assist dips with machine, target chest.
Machine Assisted Dips (Triceps Variation);Triceps;576;https://www.youtube.com/watch?v=OjQvJt4sn2Y&pp=ygUoTWFjaGluZSBBc3Npc3RlZCBEaXBzIChUcmljZXBzIFZhcmlhdGlvbg%3D%3D;Assist dips with machine, target triceps.
Machine Assisted Pull-Up;Back;577;https://www.youtube.com/watch?v=wFj808u2HWU&pp=ygUYTWFjaGluZSBBc3Npc3RlZCBQdWxsLVVw;Assist pull-ups with machine, target upper body.
Machine Back Cable Row;Back;578;https://www.youtube.com/watch?v=GZbfZ033f74&pp=ygUWTWFjaGluZSBCYWNrIENhYmxlIFJvdw%3D%3D;Row cable attachment towards you.
Machine Biceps Curl;Arms;579;https://www.youtube.com/watch?v=Ja6ZlIDONac&pp=ygUTTWFjaGluZSBCaWNlcHMgQ3VybA%3D%3D;Curl cable attachment towards you.
Machine Butterfly;Chest;580;https://www.youtube.com/watch?v=WpVu2duHnQE&pp=ygURTWFjaGluZSBCdXR0ZXJmbHk%3D;Squeeze arms in butterfly motion.
Machine Chest Press;Chest;581;https://www.youtube.com/watch?v=NwzUje3z0qY&pp=ygUTTWFjaGluZSBDaGVzdCBQcmVzcw%3D%3D;Push handles forward, engage chest.
Machine Chest Supported Row;Back;582;https://www.youtube.com/watch?v=_FrrYQxA6kc&pp=ygUbTWFjaGluZSBDaGVzdCBTdXBwb3J0ZWQgUm93;Pull handles towards you, engage back.
Machine Decline Chest Press;Chest;583;https://www.youtube.com/watch?v=sZQwv0HzinU&pp=ygUbTWFjaGluZSBEZWNsaW5lIENoZXN0IFByZXNz;Push handles downward, engage lower chest.
Machine Glute-Ham Raise;Glutes, Hamstrings;584;https://www.youtube.com/watch?v=z15C9UZUbss&pp=ygUXTWFjaGluZSBHbHV0ZS1IYW0gUmFpc2U%3D;Engage hamstrings and glutes, lift upper body.
Machine Hack Squat;Legs;585;https://www.youtube.com/watch?v=LfEhHboTcow&pp=ygUSTWFjaGluZSBIYWNrIFNxdWF0;Squat on machine, engage legs.
Machine Hip Abduction;Hips;586;https://www.youtube.com/watch?v=dL92FqMJqVY&pp=ygUVTWFjaGluZSBIaXAgQWJkdWN0aW9u;Push legs apart, engage outer thighs.
Machine Hip Adduction;Hips;587;https://www.youtube.com/watch?v=GmRSV_n2E_0&pp=ygUVTWFjaGluZSBIaXAgQWRkdWN0aW9u;Squeeze legs together, engage inner thighs.
Machine Incline Chest Press;Chest;588;https://www.youtube.com/watch?v=TrTSvn5-MTk&pp=ygUbTWFjaGluZSBJbmNsaW5lIENoZXN0IFByZXNz;Push handles upward, engage upper chest.
Machine Iso Row;Back;589;https://www.youtube.com/watch?v=W5UqY9SRhBM&pp=ygUPTWFjaGluZSBJc28gUm93;Pull handles towards you, engage back.
Machine Lat Pull-down;Back;590;https://www.youtube.com/watch?v=kwJeh3QyhVE&pp=ygUVTWFjaGluZSBMYXQgUHVsbC1kb3du;Pull bar to chest, engage lats.
Machine Lateral Raise;Shoulders;591;https://www.youtube.com/watch?v=0FUpcwj_1z4&pp=ygUVTWFjaGluZSBMYXRlcmFsIFJhaXNl;Raise handles sideways, engage shoulders.
Machine Laying Leg Curl;Hamstrings;592;https://www.youtube.com/watch?v=5xR8tvg4-yM&pp=ygUXTWFjaGluZSBMYXlpbmcgTGVnIEN1cmw%3D;Curl legs up towards glutes, engage hamstrings.
Machine Laying Leg Press;Legs;593;https://www.youtube.com/watch?v=VFk3RzndUEc&pp=ygUYTWFjaGluZSBMYXlpbmcgTGVnIFByZXNz;Push weight away with legs, engage quads.
Machine Leg Curl (Single);Hamstrings;594;https://www.youtube.com/watch?v=h5NievMGthk&pp=ygUZTWFjaGluZSBMZWcgQ3VybCAoU2luZ2xlKQ%3D%3D;Curl leg up towards glutes, engage hamstrings.
Machine Leg Press;Legs;595;https://www.youtube.com/watch?v=IZxyjW7MPJQ&pp=ygURTWFjaGluZSBMZWcgUHJlc3M%3D;Push weight away with legs, engage quads.
Machine Pec Deck Chest Fly;Chest;596;https://www.youtube.com/watch?v=eGjt4lk6g34&pp=ygUaTWFjaGluZSBQZWMgRGVjayBDaGVzdCBGbHk%3D;Squeeze arms together in front, engage chest.
Machine Pec Deck Reverse Fly;Back, Shoulders;597;https://www.youtube.com/watch?v=6cHY60y7QRU&pp=ygUcTWFjaGluZSBQZWMgRGVjayBSZXZlcnNlIEZseQ%3D%3D;Squeeze arms apart behind you, engage back.
Machine Preacher Biceps Curl;Arms;598;https://www.youtube.com/watch?v=Ja6ZlIDONac&pp=ygUcTWFjaGluZSBQcmVhY2hlciBCaWNlcHMgQ3VybA%3D%3D;Curl bar towards you, engage biceps.
Machine Reverse Fly;Back, Shoulders;599;https://www.youtube.com/watch?v=rtkvodbZfGY&pp=ygUTTWFjaGluZSBSZXZlcnNlIEZseQ%3D%3D;Squeeze arms apart behind you, engage back.
Machine Reverse Hyperextension;Back, Hamstrings;600;https://www.youtube.com/watch?v=kTf-fU5Tab8&pp=ygUeTWFjaGluZSBSZXZlcnNlIEh5cGVyZXh0ZW5zaW9u;Lower body down, engage lower back.
Machine Seated Leg Curl;Hamstrings;601;https://www.youtube.com/watch?v=fK0uZ3KRZRI&pp=ygUXTWFjaGluZSBTZWF0ZWQgTGVnIEN1cmw%3D;Curl legs up towards glutes, engage hamstrings.
Machine Shoulder Press;Shoulders;602;https://www.youtube.com/watch?v=3R14MnZbcpw&pp=ygUbICAgCSBNYWNoaW5lIFNob3VsZGVyIFByZXNz;Push handles upward, engage shoulders.
Machine Shrug;Shoulders;603;https://www.youtube.com/watch?v=3FG0onSF_n4&pp=ygUNTWFjaGluZSBTaHJ1Zw%3D%3D;Lift handles with shoulders, engage traps.
Machine Single-Leg Press;Legs;604;https://www.youtube.com/watch?v=ZYDTJaAM-gE&pp=ygUYTWFjaGluZSBTaW5nbGUtTGVnIFByZXNz;Push weight away with one leg, engage quads.
Machine Standing Leg Curl;Hamstrings;605;https://www.youtube.com/shorts/P2KTb8zyqsM;Curl legs up towards glutes, engage hamstrings.
Machine Tricep Dips;Triceps;606;https://www.youtube.com/watch?v=IsYLsO16y7g&pp=ygUTTWFjaGluZSBUcmljZXAgRGlwcw%3D%3D;Lower and lift weight with triceps, engage arms.
Machine Tricep Pushdown;Triceps;607;https://www.youtube.com/watch?v=OChuGyCSC7U&pp=ygUXTWFjaGluZSBUcmljZXAgUHVzaGRvd24%3D;Push down bar, engage triceps.
Machine Triceps Extension;Triceps;608;https://www.youtube.com/watch?v=Bx8ga1BLHLE&pp=ygUZTWFjaGluZSBUcmljZXBzIEV4dGVuc2lvbg%3D%3D;Extend arms against resistance, engage triceps.
Machine Upright Row;Shoulders;609;https://www.youtube.com/watch?v=QIpa-9dtkgA&pp=ygUTTWFjaGluZSBVcHJpZ2h0IFJvdw%3D%3D;Lift handles towards chin, engage shoulders.
Marching Bridge;Glutes;610;https://www.youtube.com/watch?v=IxDVTDKDxSU&pp=ygUPTWFyY2hpbmcgQnJpZGdl;Bridge hips up while lifting legs.
Marching Glute Bridge with Hold;Glutes;611;https://www.youtube.com/watch?v=4LQUPybxCnI&pp=ygUfTWFyY2hpbmcgR2x1dGUgQnJpZGdlIHdpdGggSG9sZA%3D%3D;Bridge hips up, lift and hold one leg.
Meadows Row;Back;612;https://www.youtube.com/watch?v=sRRQgK8Fm44&pp=ygULTWVhZG93cyBSb3c%3D;Row barbell towards you, engage back.
Medicine Ball Wall Slam;Full Body;613;https://www.youtube.com/watch?v=jpM5l0HVtE8&pp=ygUXTWVkaWNpbmUgQmFsbCBXYWxsIFNsYW0%3D;Slam ball against wall, engage core.
Military Crunch;Core;614;https://www.youtube.com/watch?v=5qS_q9FaeC4&pp=ygUPTWlsaXRhcnkgQ3J1bmNo;Crunch forward, engage upper abs.
Military Press;Shoulders;615;https://www.youtube.com/watch?v=2yjwXTZQDDI&pp=ygUOTWlsaXRhcnkgUHJlc3M%3D;Press barbell overhead, engage shoulders.
Modified 21's;Arms;616;https://www.youtube.com/watch?v=-5BWIpgacL4&pp=ygUNTW9kaWZpZWQgMjEncw%3D%3D;Curl barbell in three ranges, engage biceps.
